"","algorithm","iterations","swarm_size","design_pts","problem","obj_value","time"
"2594","PSO",500,20,3,"2",-7.5785586225414,1.52102541923523
"2595","PSO",500,20,3,"3",6.27642486474393,3.53496837615967
"2596","PSO",500,20,3,"4",-11.3887643035845,1.64517879486084
"2597","PSO",500,20,3,"5",-3.52668392629924,1.76759648323059
"2598","PSO",500,20,3,"6",-67.2724441636213,3.55765199661255
"2599","PSO",500,20,4,"1",-1.12604910370534,2.11895227432251
"2600","PSO",500,20,4,"2",-7.63025933031764,2.10304069519043
"2601","PSO",500,20,4,"3",34.0212889210069,2.38374066352844
"2602","PSO",500,20,4,"4",-7.95116067313574,2.34958577156067
"2603","PSO",500,20,4,"5",-3.52701054415213,2.38638281822205
"2604","PSO",500,20,4,"6",-50.486326300663,2.69473719596863
"2605","PSO",500,20,5,"1",-1.1259529903091,2.75098156929016
"2606","PSO",500,20,5,"2",-7.57855384021567,2.8130784034729
"2607","PSO",500,20,5,"3",34.0251607486392,3.22286581993103
"2608","PSO",500,20,5,"4",-8.42282494246361,4.04443693161011
"2609","PSO",500,20,5,"5",-3.52700522143913,3.09930419921875
"2610","PSO",500,20,5,"6",-50.4862885371697,3.5742552280426
"2611","PSO",500,50,3,"1",-1.12591733859342,3.59151315689087
"2612","PSO",500,50,3,"2",-7.57855349610582,3.66810011863708
"2613","PSO",500,50,3,"3",6.43190754301654,8.04886102676392
"2614","PSO",500,50,3,"4",-7.58849583664872,3.96506142616272
"2615","PSO",500,50,3,"5",-3.52671133711226,4.06297993659973
"2616","PSO",500,50,3,"6",-75.2885058641714,7.59223318099976
"2617","PSO",500,50,4,"1",-1.12593308025614,4.98910760879517
"2618","PSO",500,50,4,"2",-7.63020152886004,5.04754400253296
"2619","PSO",500,50,4,"3",34.0251975586391,5.64794039726257
"2620","PSO",500,50,4,"4",-10.8789347212118,5.19869780540466
"2621","PSO",500,50,4,"5",-3.52670731913069,5.72815775871277
"2622","PSO",500,50,4,"6",-50.4862691488225,6.2984025478363
"2623","PSO",500,50,5,"1",-1.12591583749834,6.56344819068909
"2624","PSO",500,50,5,"2",-7.51060838932854,6.61066937446594
"2625","PSO",500,50,5,"3",34.0251976005524,7.70665311813354
"2626","PSO",500,50,5,"4",-6.72429162421311,6.81612610816956
"2627","PSO",500,50,5,"5",-3.52673256644907,7.64593887329102
"2628","PSO",500,50,5,"6",-50.4862769940575,8.82161951065063
"2629","PSO",500,100,3,"1",-1.12591352127305,6.89062786102295
"2630","PSO",500,100,3,"2",-7.63020188418724,7.05164694786072
"2631","PSO",500,100,3,"3",7.10043906121506,14.2520909309387
"2632","PSO",500,100,3,"4",-7.26682334924239,7.20024228096008
"2633","PSO",500,100,3,"5",-3.52665827310426,8.12744379043579
"2634","PSO",500,100,3,"6",-74.8650229870732,15.9355475902557
"2635","PSO",500,100,4,"1",-1.1259143928228,9.81265735626221
"2636","PSO",500,100,4,"2",-7.63020289371552,9.90587520599365
"2637","PSO",500,100,4,"3",34.0252021187355,11.2546496391296
"2638","PSO",500,100,4,"4",-7.17751836631765,10.0921742916107
"2639","PSO",500,100,4,"5",-3.52666022717352,11.3333039283752
"2640","PSO",500,100,4,"6",-50.4862703307239,12.9299650192261
"2641","PSO",500,100,5,"1",-1.12591199457913,12.945835351944
"2642","PSO",500,100,5,"2",-7.55723144980122,13.0776295661926
"2643","PSO",500,100,5,"3",34.0252005971599,14.8368635177612
"2644","PSO",500,100,5,"4",-5.56275528063226,13.2936305999756
"2645","PSO",500,100,5,"5",-3.52665855108197,14.8768253326416
"2646","PSO",500,100,5,"6",-50.4862650346835,16.4962630271912
"2647","PSO",1000,20,3,"1",-1.12592725660804,2.85288643836975
"2648","PSO",1000,20,3,"2",-7.63020093302491,2.96346426010132
"2649","PSO",1000,20,3,"3",5.44946655794833,6.1331992149353
"2650","PSO",1000,20,3,"4",-7.46038003035605,3.14469242095947
"2651","PSO",1000,20,3,"5",-3.52668319715517,3.24341297149658
"2652","PSO",1000,20,3,"6",-74.8924141251346,7.00992965698242
"2653","PSO",1000,20,4,"1",-1.12591365993033,4.0236496925354
"2654","PSO",1000,20,4,"2",-7.66232518606652,4.03215622901917
"2655","PSO",1000,20,4,"3",34.0251894881688,4.65783643722534
"2656","PSO",1000,20,4,"4",-9.40859309291601,4.32575178146362
"2657","PSO",1000,20,4,"5",-3.52672294443039,4.53657245635986
"2658","PSO",1000,20,4,"6",-50.4862778024014,5.06036806106567
"2659","PSO",1000,20,5,"1",-1.12592399727401,5.29976916313171
"2660","PSO",1000,20,5,"2",-7.63020884776071,5.32010960578918
"2661","PSO",1000,20,5,"3",34.0013123118635,2.07588028907776
"2662","PSO",1000,20,5,"4",-8.89689422140752,5.68711996078491
"2663","PSO",1000,20,5,"5",-3.52667411383182,5.976970911026
"2664","PSO",1000,20,5,"6",-50.4862741050386,6.8090136051178
"2665","PSO",1000,50,3,"1",-1.12591261449704,6.93494725227356
"2666","PSO",1000,50,3,"2",-7.63020141005645,6.95735049247742
"2667","PSO",1000,50,3,"3",6.9823293939241,16.9058265686035
"2668","PSO",1000,50,3,"4",-7.41024608410869,7.39804649353027
"2669","PSO",1000,50,3,"5",-3.52665741928363,7.83366775512695
"2670","PSO",1000,50,3,"6",-74.8039671598425,13.7632305622101
"2671","PSO",1000,50,4,"1",-1.12591281947273,9.80534338951111
"2672","PSO",1000,50,4,"2",-7.57854602040859,9.87832593917847
"2673","PSO",1000,50,4,"3",34.025204603747,11.3743498325348
"2674","PSO",1000,50,4,"4",-7.23579336658698,11.3774528503418
"2675","PSO",1000,50,4,"5",-3.52666511196251,10.8555302619934
"2676","PSO",1000,50,4,"6",-50.4862652847866,12.4627358913422
"2677","PSO",1000,50,5,"1",-1.12591281989651,12.9334900379181
"2678","PSO",1000,50,5,"2",-7.51060057293875,13.0217797756195
"2679","PSO",1000,50,5,"3",34.0251985711222,14.8568978309631
"2680","PSO",1000,50,5,"4",-9.62029591478627,13.7348008155823
"2681","PSO",1000,50,5,"5",-3.52668278250036,14.9654114246368
"2682","PSO",1000,50,5,"6",-50.4862659118103,17.0621535778046
"2683","PSO",1000,100,3,"1",-1.12591216433637,13.6949625015259
"2684","PSO",1000,100,3,"2",-7.63020103244716,13.6454544067383
"2685","PSO",1000,100,3,"3",6.27886808068585,29.756668806076
"2686","PSO",1000,100,3,"4",-5.42087325453532,14.2981429100037
"2687","PSO",1000,100,3,"5",-3.52665733796687,15.404952287674
"2688","PSO",1000,100,3,"6",-74.7016031592435,28.1821842193604
"2689","PSO",1000,100,4,"1",-1.12591254153684,19.3190834522247
"2690","PSO",1000,100,4,"2",-7.51059466910597,19.3750360012054
"2691","PSO",1000,100,4,"3",34.0252061780507,22.0513224601746
"2692","PSO",1000,100,4,"4",-5.26989982178578,20.3990740776062
"2693","PSO",1000,100,4,"5",-3.52665738141037,21.9125709533691
"2694","PSO",1000,100,4,"6",-39.5050289281622,25.3233177661896
"2695","PSO",1000,100,5,"1",-1.12591199953028,25.5744180679321
"2696","PSO",1000,100,5,"2",-7.57854639756673,25.5910468101501
"2697","PSO",1000,100,5,"3",34.0252053951373,29.4196105003357
"2698","PSO",1000,100,5,"4",-6.03907608845016,27.3824076652527
"2699","PSO",1000,100,5,"5",-3.52665668993898,28.5239882469177
"2700","PSO",1000,100,5,"6",-50.4862646833802,33.1226351261139
"2701","GWO",50,20,3,"1",-1.14374183897753,0.267207622528076
"2702","GWO",50,20,3,"2",-7.67832069656461,0.265407562255859
"2703","GWO",50,20,3,"3",5.10386893820472,0.369898796081543
"2704","GWO",50,20,3,"4",-0.352234007947938,0.268254995346069
"2705","GWO",50,20,3,"5",-3.53945249193058,0.274296522140503
"2706","GWO",50,20,3,"6",-73.5309695355012,0.405372619628906
"2707","GWO",50,20,4,"1",-1.22781014683201,0.309602737426758
"2708","GWO",50,20,4,"2",-7.63202642181106,0.2994544506073
"2709","GWO",50,20,4,"3",33.9667497220043,0.321990489959717
"2710","GWO",50,20,4,"4",-0.331810370647332,0.301649570465088
"2711","GWO",50,20,4,"5",-3.54790032176083,0.306925773620605
"2712","GWO",50,20,4,"6",-48.6632296676292,0.360808849334717
"2713","GWO",50,20,5,"1",-1.14203284308967,0.354169845581055
"2714","GWO",50,20,5,"2",-7.73082060467326,0.323492050170898
"2715","GWO",50,20,5,"3",33.9611720351413,0.376733064651489
"2716","GWO",50,20,5,"4",-0.374734415974171,0.323297739028931
"2717","GWO",50,20,5,"5",-3.57575688321319,0.406213760375977
"2718","GWO",50,20,5,"6",-41.0820235505577,0.394640445709229
"2719","GWO",50,50,3,"1",-1.13224543693281,0.402951240539551
"2720","GWO",50,50,3,"2",-7.63450967645958,0.420307636260986
"2721","GWO",50,50,3,"3",6.34370243628961,0.544265747070312
"2722","GWO",50,50,3,"4",-0.306363652794744,0.408022880554199
"2723","GWO",50,50,3,"5",-3.53346116255117,0.433464527130127
"2724","GWO",50,50,3,"6",-63.8693161224133,0.574763774871826
"2725","GWO",50,50,4,"1",-1.13227252979238,0.487478017807007
"2726","GWO",50,50,4,"2",-7.559983475243,0.480464696884155
"2727","GWO",50,50,4,"3",33.9948572784876,0.510842084884644
"2728","GWO",50,50,4,"4",-0.301181018047258,0.48031210899353
"2729","GWO",50,50,4,"5",-3.5344620454915,0.500566482543945
"2730","GWO",50,50,4,"6",-41.6589327478437,0.554622173309326
"2731","GWO",50,50,5,"1",-1.13687709730218,0.550207138061523
"2732","GWO",50,50,5,"2",-Inf,0.390913009643555
"2733","GWO",50,50,5,"3",33.996972775085,0.578024864196777
"2734","GWO",50,50,5,"4",-0.304731233514113,0.537405490875244
"2735","GWO",50,50,5,"5",-3.53797268189437,0.548874855041504
"2736","GWO",50,50,5,"6",-40.8059928874919,0.703227281570435
"2737","GWO",50,100,3,"1",-1.12827992045025,0.629541397094727
"2738","GWO",50,100,3,"2",-7.58610414791297,0.657632112503052
"2739","GWO",50,100,3,"3",6.49084098101767,0.837520122528076
"2740","GWO",50,100,3,"4",-0.29360745755424,0.643891334533691
"2741","GWO",50,100,3,"5",-3.52997148259816,0.661428451538086
"2742","GWO",50,100,3,"6",-77.0836303078421,0.890606641769409
"2743","GWO",50,100,4,"1",-1.12730618024687,0.784142971038818
"2744","GWO",50,100,4,"2",-7.64290043158083,0.778994083404541
"2745","GWO",50,100,4,"3",34.0117867254902,0.810378789901733
"2746","GWO",50,100,4,"4",-0.293070465829992,0.786429166793823
"2747","GWO",50,100,4,"5",-3.53012132429738,0.857397794723511
"2748","GWO",50,100,4,"6",-40.0139261539624,0.919938325881958
"2749","GWO",50,100,5,"1",-1.1331240356402,0.905937671661377
"2750","GWO",50,100,5,"2",-7.55419826699422,0.911820888519287
"2751","GWO",50,100,5,"3",34.011720011974,0.939380884170532
"2752","GWO",50,100,5,"4",-0.292813421570189,0.915144205093384
"2753","GWO",50,100,5,"5",-3.57638000337359,0.925185203552246
"2754","GWO",50,100,5,"6",-40.6053319111571,1.04943633079529
"2755","GWO",100,20,3,"1",-1.13322920331715,0.370827913284302
"2756","GWO",100,20,3,"2",-7.5891019977958,0.369205951690674
"2757","GWO",100,20,3,"3",6.66220826042467,0.507966041564941
"2758","GWO",100,20,3,"4",-0.300464721317658,0.437601566314697
"2759","GWO",100,20,3,"5",-3.5309474618201,0.386556148529053
"2760","GWO",100,20,3,"6",-74.7923801273582,0.529092073440552
"2761","GWO",100,20,4,"1",-1.14925371341991,0.430460453033447
"2762","GWO",100,20,4,"2",-7.66176674320979,0.422883033752441
"2763","GWO",100,20,4,"3",34.0080615938751,0.456361055374146
"2764","GWO",100,20,4,"4",-0.296746019367884,0.41176438331604
"2765","GWO",100,20,4,"5",-3.5403077217362,0.43376612663269
"2766","GWO",100,20,4,"6",-41.3280689672782,0.530935287475586
"2767","GWO",100,20,5,"1",-1.17971027123167,0.483847618103027
"2768","GWO",100,20,5,"2",-Inf,0.350076913833618
"2769","GWO",100,20,5,"3",33.985011861116,0.512872934341431
"2770","GWO",100,20,5,"4",-0.295015720401343,0.495038747787476
"2771","GWO",100,20,5,"5",-3.55047728774294,0.477935552597046
"2772","GWO",100,20,5,"6",-Inf,0.351886034011841
"2773","GWO",100,50,3,"1",-1.1358060930346,0.64251971244812
"2774","GWO",100,50,3,"2",-7.6445303211849,0.639572858810425
"2775","GWO",100,50,3,"3",6.87789425050791,0.927312850952148
"2776","GWO",100,50,3,"4",-0.294143804524945,0.656119585037231
"2777","GWO",100,50,3,"5",-3.52799395489209,0.661067485809326
"2778","GWO",100,50,3,"6",-65.1447063390501,0.917946338653564
"2779","GWO",100,50,4,"1",-1.1407235323225,0.781677007675171
"2780","GWO",100,50,4,"2",-7.5613639843022,0.791635274887085
"2781","GWO",100,50,4,"3",34.0126993554547,0.830658197402954
"2782","GWO",100,50,4,"4",-0.297801549041498,0.76859450340271
"2783","GWO",100,50,4,"5",-3.53188348222875,0.775995492935181
"2784","GWO",100,50,4,"6",-41.2602668924978,0.939523458480835
"2785","GWO",100,50,5,"1",-1.13201142983092,0.973131895065308
"2786","GWO",100,50,5,"2",-Inf,0.703036546707153
"2787","GWO",100,50,5,"3",34.0197453537526,0.94534707069397
"2788","GWO",100,50,5,"4",-0.311676418087387,0.899130344390869
"2789","GWO",100,50,5,"5",-Inf,0.698867797851562
"2790","GWO",100,50,5,"6",-40.3248614021952,1.04493737220764
"2791","GWO",100,100,3,"1",-1.12818831303279,1.12083005905151
"2792","GWO",100,100,3,"2",-7.63425835949372,1.12586069107056
"2793","GWO",100,100,3,"3",6.33107154039094,1.4874963760376
"2794","GWO",100,100,3,"4",-0.291577264649746,1.12436008453369
"2795","GWO",100,100,3,"5",-3.53060760348991,1.14641857147217
"2796","GWO",100,100,3,"6",-62.9033683695362,1.53036165237427
"2797","GWO",100,100,4,"1",-1.14777561582257,1.3668315410614
"2798","GWO",100,100,4,"2",-7.5819973860051,1.37665224075317
"2799","GWO",100,100,4,"3",34.0174558457823,1.4951319694519
"2800","GWO",100,100,4,"4",-0.297391032804857,1.37156200408936
"2801","GWO",100,100,4,"5",-3.53041367539317,1.38082933425903
"2802","GWO",100,100,4,"6",-39.6179193843386,1.60702967643738
"2803","GWO",100,100,5,"1",-Inf,1.32467913627625
"2804","GWO",100,100,5,"2",-7.55243865113172,1.69788694381714
"2805","GWO",100,100,5,"3",34.0191873553083,1.67807793617249
"2806","GWO",100,100,5,"4",-0.292710449635457,1.61987733840942
"2807","GWO",100,100,5,"5",-3.55085918148155,1.63171625137329
"2808","GWO",100,100,5,"6",-40.5328504010522,1.96120095252991
"2809","GWO",200,20,3,"1",-1.12758077365559,0.562199831008911
"2810","GWO",200,20,3,"2",-7.60218051762017,0.557888031005859
"2811","GWO",200,20,3,"3",6.03630776372797,0.726565837860107
"2812","GWO",200,20,3,"4",-0.293345047559683,0.557269096374512
"2813","GWO",200,20,3,"5",-3.53114918353889,0.57595157623291
"2814","GWO",200,20,3,"6",-67.9574369687339,0.799102544784546
"2815","GWO",200,20,4,"1",-1.14651904035613,0.659740447998047
"2816","GWO",200,20,4,"2",-7.5765361222849,0.661606311798096
"2817","GWO",200,20,4,"3",34.0029482737704,0.707709789276123
"2818","GWO",200,20,4,"4",-0.292872442551399,0.648269414901733
"2819","GWO",200,20,4,"5",-3.53725516678662,0.743311882019043
"2820","GWO",200,20,4,"6",-40.1323818185052,0.809359788894653
"2821","GWO",200,20,5,"1",-1.13574343945377,0.772117376327515
"2822","GWO",200,20,5,"2",-7.51469690733488,0.758180618286133
"2823","GWO",200,20,5,"3",-Inf,0.585647344589233
"2824","GWO",200,20,5,"4",-Inf,0.60851263999939
"2825","GWO",200,20,5,"5",-3.53033002072182,0.773130178451538
"2826","GWO",200,20,5,"6",-41.8082889507919,0.90507173538208
"2827","GWO",200,50,3,"1",-1.12633420437867,1.12511491775513
"2828","GWO",200,50,3,"2",-7.63306518246716,1.18534016609192
"2829","GWO",200,50,3,"3",6.55536660583916,1.45591163635254
"2830","GWO",200,50,3,"4",-0.29246659739681,1.12726068496704
"2831","GWO",200,50,3,"5",-3.5277269596871,1.15652084350586
"2832","GWO",200,50,3,"6",-62.6161318465387,1.56740164756775
"2833","GWO",200,50,4,"1",-1.12873036224776,1.37195301055908
"2834","GWO",200,50,4,"2",-7.63213956700386,1.44059276580811
"2835","GWO",200,50,4,"3",34.0166128362568,1.43370079994202
"2836","GWO",200,50,4,"4",-0.295949524568673,1.37039422988892
"2837","GWO",200,50,4,"5",-3.52932045732258,1.39241480827332
"2838","GWO",200,50,4,"6",-39.5672219914776,1.57325434684753
"2839","GWO",200,50,5,"1",-1.13131747959496,1.70298051834106
"2840","GWO",200,50,5,"2",-7.53995078326244,1.62895202636719
"2841","GWO",200,50,5,"3",34.0163915022324,1.70288705825806
"2842","GWO",200,50,5,"4",-0.292608442145683,1.62700819969177
"2843","GWO",200,50,5,"5",-3.55209015326014,1.72709059715271
"2844","GWO",200,50,5,"6",-39.848142798907,1.84156894683838
"2845","GWO",200,100,3,"1",-1.1277251456659,2.0694272518158
"2846","GWO",200,100,3,"2",-7.57941636294898,2.07065963745117
"2847","GWO",200,100,3,"3",6.65435141324283,2.59787225723267
"2848","GWO",200,100,3,"4",-0.291598723555897,2.03207325935364
"2849","GWO",200,100,3,"5",-3.52777527115163,2.09612011909485
"2850","GWO",200,100,3,"6",-62.4494041568824,2.93275785446167
"2851","GWO",200,100,4,"1",-1.12889404339924,2.53556513786316
"2852","GWO",200,100,4,"2",-7.51396060965386,2.57751893997192
"2853","GWO",200,100,4,"3",34.0231118208888,2.72700190544128
"2854","GWO",200,100,4,"4",-0.291382329011528,2.53655385971069
"2855","GWO",200,100,4,"5",-3.52772830397571,2.68294429779053
"2856","GWO",200,100,4,"6",-39.7955769393714,2.97327923774719
"2857","GWO",200,100,5,"1",-1.13586383931524,3.06511259078979
"2858","GWO",200,100,5,"2",-7.5786706810515,3.14292025566101
"2859","GWO",200,100,5,"3",34.0193331781758,3.15411615371704
"2860","GWO",200,100,5,"4",-0.293700618036032,3.13055729866028
"2861","GWO",200,100,5,"5",-3.52744505096212,3.08058881759644
"2862","GWO",200,100,5,"6",-40.0587652449033,3.45940923690796
"2863","GWO",500,20,3,"1",-1.12919054048611,1.12066912651062
"2864","GWO",500,20,3,"2",-7.63223153736253,1.13156294822693
"2865","GWO",500,20,3,"3",6.53050044890958,1.42667174339294
"2866","GWO",500,20,3,"4",-0.291691423436523,1.12719488143921
"2867","GWO",500,20,3,"5",-3.5286304204488,1.21887350082397
"2868","GWO",500,20,3,"6",-62.7503175485265,1.54403924942017
"2869","GWO",500,20,4,"1",-1.13036381566293,1.38590383529663
"2870","GWO",500,20,4,"2",-7.61474495851722,1.39272665977478
"2871","GWO",500,20,4,"3",34.0183575406392,1.45206141471863
"2872","GWO",500,20,4,"4",-0.298570097336922,1.44335603713989
"2873","GWO",500,20,4,"5",-3.52941794761558,1.3928689956665
"2874","GWO",500,20,4,"6",-40.2859966365066,1.68180894851685
"2875","GWO",500,20,5,"1",-1.13488898838196,1.63110566139221
"2876","GWO",500,20,5,"2",-7.64574663763273,1.64569473266602
"2877","GWO",500,20,5,"3",34.0169214172523,1.73442602157593
"2878","GWO",500,20,5,"4",-Inf,1.31501722335815
"2879","GWO",500,20,5,"5",-3.53359519539736,1.61733818054199
"2880","GWO",500,20,5,"6",-39.8004043192435,1.90059804916382
"2881","GWO",500,50,3,"1",-1.12608922416016,2.58449649810791
"2882","GWO",500,50,3,"2",-7.63058665330747,2.51215553283691
"2883","GWO",500,50,3,"3",6.59619592320636,3.0832531452179
"2884","GWO",500,50,3,"4",-0.291639226997104,2.58957123756409
"2885","GWO",500,50,3,"5",-3.52734964499894,2.56806969642639
"2886","GWO",500,50,3,"6",-61.6378232493262,3.42252397537231
"2887","GWO",500,50,4,"1",-1.12926145332744,3.16353321075439
"2888","GWO",500,50,4,"2",-7.5829971338811,3.22402000427246
"2889","GWO",500,50,4,"3",34.0212534068453,3.27921628952026
"2890","GWO",500,50,4,"4",-0.291691777460731,3.20474982261658
"2891","GWO",500,50,4,"5",-3.52722664381534,3.18179154396057
"2892","GWO",500,50,4,"6",-39.6270092790552,3.66087055206299
"2893","GWO",500,50,5,"1",-1.15426939006348,3.77151322364807
"2894","GWO",500,50,5,"2",-7.58135085055711,3.80590677261353
"2895","GWO",500,50,5,"3",34.0202120107536,3.89733052253723
"2896","GWO",500,50,5,"4",-0.291741626850317,3.83307528495789
"2897","GWO",500,50,5,"5",-3.53109951033141,3.90571665763855
"2898","GWO",500,50,5,"6",-39.820273622571,4.28024077415466
"2899","GWO",500,100,3,"1",-1.1261393410411,4.93081426620483
"2900","GWO",500,100,3,"2",-7.63037894326292,4.93080902099609
"2901","GWO",500,100,3,"3",6.84392233484139,5.90188670158386
"2902","GWO",500,100,3,"4",-0.291360947739705,4.90909838676453
"2903","GWO",500,100,3,"5",-3.5268752205733,5.00960683822632
"2904","GWO",500,100,3,"6",-61.7984828497476,6.61186456680298
"2905","GWO",500,100,4,"1",-1.17425262696886,6.11699223518372
"2906","GWO",500,100,4,"2",-7.57981394859443,6.1807861328125
"2907","GWO",500,100,4,"3",34.0208006909482,6.36649346351624
"2908","GWO",500,100,4,"4",-0.291467317367136,6.05919742584229
"2909","GWO",500,100,4,"5",-3.52713456449984,6.21039247512817
"2910","GWO",500,100,4,"6",-39.6885645291861,7.19162392616272
"2911","GWO",500,100,5,"1",-1.12739603144523,7.49692463874817
"2912","GWO",500,100,5,"2",-7.53468317266192,7.50072407722473
"2913","GWO",500,100,5,"3",34.0220038774956,7.61861968040466
"2914","GWO",500,100,5,"4",-0.291768336997507,7.41442108154297
"2915","GWO",500,100,5,"5",-3.52686021968479,7.47815752029419
"2916","GWO",500,100,5,"6",-39.6837754028858,8.3004949092865
"2917","GWO",1000,20,3,"1",-1.12619289767562,2.0562310218811
"2918","GWO",1000,20,3,"2",-7.63083206773286,2.09909057617188
"2919","GWO",1000,20,3,"3",6.65380113433474,2.55741906166077
"2920","GWO",1000,20,3,"4",-0.292334556246571,2.12311792373657
"2921","GWO",1000,20,3,"5",-3.52693683685023,2.12195062637329
"2922","GWO",1000,20,3,"6",-62.4235061990021,2.85290837287903
"2923","GWO",1000,20,4,"1",-1.13027713027502,2.64033150672913
"2924","GWO",1000,20,4,"2",-7.63259750067673,2.56166958808899
"2925","GWO",1000,20,4,"3",34.0234253032454,2.75553345680237
"2926","GWO",1000,20,4,"4",-0.291552920942935,2.55033779144287
"2927","GWO",1000,20,4,"5",-3.54475042172527,2.59344553947449
"2928","GWO",1000,20,4,"6",-39.8077699429847,3.09630107879639
"2929","GWO",1000,20,5,"1",-1.12941848278963,3.08823370933533
"2930","GWO",1000,20,5,"2",-7.52596621519273,3.15214252471924
"2931","GWO",1000,20,5,"3",34.0202309615225,3.163250207901
"2932","GWO",1000,20,5,"4",-0.292256288334595,3.13674259185791
"2933","GWO",1000,20,5,"5",-3.53051824909572,3.13289570808411
"2934","GWO",1000,20,5,"6",-40.2999308853844,3.58575463294983
"2935","GWO",1000,50,3,"1",-1.12621076856499,4.84158706665039
"2936","GWO",1000,50,3,"2",-7.63104501141297,4.95272779464722
"2937","GWO",1000,50,3,"3",6.87802915627168,5.87844371795654
"2938","GWO",1000,50,3,"4",-0.291348749364476,4.91656255722046
"2939","GWO",1000,50,3,"5",-3.52695114387384,4.96435928344727
"2940","GWO",1000,50,3,"6",-61.9956025563865,6.5028190612793
"2941","GWO",1000,50,4,"1",-1.12661833119601,6.10431289672852
"2942","GWO",1000,50,4,"2",-7.51542230264753,6.16873812675476
"2943","GWO",1000,50,4,"3",34.0204372147258,6.34093642234802
"2944","GWO",1000,50,4,"4",-0.291405414675344,6.10905790328979
"2945","GWO",1000,50,4,"5",-3.5270197131452,6.25474309921265
"2946","GWO",1000,50,4,"6",-39.775102066197,6.96080374717712
"2947","GWO",1000,50,5,"1",-1.12687318194859,7.42176604270935
"2948","GWO",1000,50,5,"2",-7.58144465824552,7.49078130722046
"2949","GWO",1000,50,5,"3",34.0206546271591,7.67981863021851
"2950","GWO",1000,50,5,"4",-0.291991118962107,7.39847111701965
"2951","GWO",1000,50,5,"5",-3.52885354628538,7.49680638313293
"2952","GWO",1000,50,5,"6",-39.5268986696956,8.3824565410614
"2953","GWO",1000,100,3,"1",-1.12610161973347,9.63902950286865
"2954","GWO",1000,100,3,"2",-7.57914491468985,9.65755176544189
"2955","GWO",1000,100,3,"3",6.83236776564015,11.3699591159821
"2956","GWO",1000,100,3,"4",-0.291329834482067,9.58396005630493
"2957","GWO",1000,100,3,"5",-3.52669868776526,9.82221245765686
"2958","GWO",1000,100,3,"6",-61.663124439613,12.4059767723083
"2959","GWO",1000,100,4,"1",-1.12598584965021,12.0318119525909
"2960","GWO",1000,100,4,"2",-7.510996491376,12.1008179187775
"2961","GWO",1000,100,4,"3",34.0245271294069,12.5500266551971
"2962","GWO",1000,100,4,"4",-0.291509912832478,12.1022078990936
"2963","GWO",1000,100,4,"5",-3.52677498452192,12.2675762176514
"2964","GWO",1000,100,4,"6",-39.5185227333453,13.91876745224
"2965","GWO",1000,100,5,"1",-1.12615619196822,14.5479578971863
"2966","GWO",1000,100,5,"2",-7.62176513016413,14.6025927066803
"2967","GWO",1000,100,5,"3",34.0240333167608,14.9577698707581
"2968","GWO",1000,100,5,"4",-0.292915545698959,14.5156202316284
"2969","GWO",1000,100,5,"5",-3.52671746366785,14.7571306228638
"2970","GWO",1000,100,5,"6",-39.5298288337618,15.9774866104126
"2971","HS",50,20,3,"1",-1.73526455479758,0.242417573928833
"2972","HS",50,20,3,"2",-7.66184164354399,0.235282421112061
"2973","HS",50,20,3,"3",6.3594866982303,0.332426786422729
"2974","HS",50,20,3,"4",-6.78746141360941,0.300622224807739
"2975","HS",50,20,3,"5",-7.71842024816517,0.270065546035767
"2976","HS",50,20,3,"6",-74.8701506064075,0.41559362411499
"2977","HS",50,20,4,"1",-1.42880950139841,0.257059812545776
"2978","HS",50,20,4,"2",-7.70206804846916,0.266042470932007
"2979","HS",50,20,4,"3",33.7049758993523,0.278017997741699
"2980","HS",50,20,4,"4",-5.06291752515153,0.260869026184082
"2981","HS",50,20,4,"5",-8.21182498544944,0.265388250350952
"2982","HS",50,20,4,"6",-52.2442513567765,0.304804563522339
"2983","HS",50,20,5,"1",-1.58464947407041,0.269230127334595
"2984","HS",50,20,5,"2",-8.40949326713362,0.264771461486816
"2985","HS",50,20,5,"3",33.5236922551747,0.30444598197937
"2986","HS",50,20,5,"4",-10.1916259734808,0.340603351593018
"2987","HS",50,20,5,"5",-8.48404364815176,0.280905485153198
"2988","HS",50,20,5,"6",-51.0031744902287,0.309558391571045
"2989","HS",50,50,3,"1",-1.19081037114097,0.332012176513672
"2990","HS",50,50,3,"2",-7.65526807237237,0.328769445419312
"2991","HS",50,50,3,"3",6.06809044407917,0.470032215118408
"2992","HS",50,50,3,"4",-6.48495623092657,0.390156507492065
"2993","HS",50,50,3,"5",-6.40458596342139,0.349304914474487
"2994","HS",50,50,3,"6",-63.7915132150989,0.472935438156128
"2995","HS",50,50,4,"1",-1.22858799846649,0.371923685073853
"2996","HS",50,50,4,"2",-7.64187205686828,0.373317241668701
"2997","HS",50,50,4,"3",33.8629016256723,0.397323608398438
"2998","HS",50,50,4,"4",-1.11122399061432,0.375529766082764
"2999","HS",50,50,4,"5",-6.69535121399985,0.395607709884644
"3000","HS",50,50,4,"6",-39.6231506282087,0.421189308166504
"3001","HS",50,50,5,"1",-1.46515865878706,0.405831098556519
"3002","HS",50,50,5,"2",-7.8327325523306,0.403738260269165
"3003","HS",50,50,5,"3",33.7205540537609,0.448258638381958
"3004","HS",50,50,5,"4",-6.10684472294716,0.451266527175903
"3005","HS",50,50,5,"5",-6.58886522730373,0.417399883270264
